horizon_step,mse,mae,r2
1,38.23384475708008,4.031944274902344,0.9416321516036987
2,62.03118896484375,4.909013271331787,0.905300498008728
3,85.3591537475586,5.64155912399292,0.8696841597557068
4,108.6615982055664,6.331558704376221,0.8341024518013
5,127.38550567626953,6.851078033447266,0.805516242980957
6,145.99667358398438,7.440045356750488,0.7770943641662598
7,160.0890350341797,7.942800045013428,0.7555643320083618
8,175.73440551757812,8.425801277160645,0.7316660284996033
9,191.31973266601562,8.83683967590332,0.7078639268875122
10,204.1638946533203,9.202056884765625,0.688247561454773
11,215.15843200683594,9.69626522064209,0.6714496612548828
12,226.5612335205078,9.896126747131348,0.6540204286575317
