horizon_step,mse,rmse,mae,r2
1,11.789814949035645,3.4336299959424346,2.1647160053253174,0.9676622152328491
2,22.94956398010254,4.790570318876714,3.001809597015381,0.937087893486023
3,34.511199951171875,5.874623388028536,3.7167468070983887,0.905437171459198
4,47.00249099731445,6.855836272644968,4.416839122772217,0.871277391910553
