horizon_step,mse,rmse,mae,r2
1,17.001331329345703,4.123267069854402,2.780486822128296,0.9533485174179077
2,29.04950714111328,5.3897594696900235,3.5125210285186768,0.920324444770813
3,42.59803009033203,6.5267166393472325,4.215704441070557,0.8832296133041382
4,55.33604431152344,7.438820088664831,4.801219463348389,0.848381519317627
5,69.5503158569336,8.33968319883517,5.417443752288818,0.8095343708992004
