horizon_step,mse,rmse,mae,r2
1,20.03091812133789,4.475591371130512,2.624581813812256,0.9694015979766846
2,46.89851760864258,6.84824923674968,4.00113582611084,0.9283589124679565
3,73.87625885009766,8.595129949575961,5.099826812744141,0.8871440887451172
