horizon_step,mse,mae,r2
1,47.87937545776367,4.932132720947266,0.9514631032943726
2,51.24757385253906,4.92123556137085,0.948042631149292
3,60.4990234375,5.287754535675049,0.938656210899353
4,71.0491943359375,5.72106409072876,0.9279502034187317
5,79.6305923461914,5.9899749755859375,0.9192414283752441
6,84.7502670288086,6.154314041137695,0.9140401482582092
7,93.55122375488281,6.52203369140625,0.9051046371459961
8,96.71878051757812,6.500820636749268,0.9018823504447937
9,100.78361511230469,6.623046875,0.8977505564689636
10,108.1438217163086,6.894648551940918,0.8902785181999207
11,107.85289764404297,6.819566249847412,0.8905684947967529
12,112.58589172363281,7.021923065185547,0.8857581615447998
