horizon_step,mse,rmse,mae,r2
1,5.95033597946167,2.439331051633146,1.4922690391540527,0.8995521664619446
2,10.57738971710205,3.252289918980479,1.990671992301941,0.8214412927627563
3,14.238425254821777,3.773383793734978,2.3593218326568604,0.7596381902694702
4,16.19231605529785,4.023967700578355,2.561056613922119,0.7266556024551392
5,17.531049728393555,4.18700964035116,2.695466995239258,0.7040565013885498
