horizon_step,mse,rmse,mae,r2
1,2.2569165229797363,1.502303738589416,0.7851248979568481,0.9618979096412659
2,3.388929843902588,1.8409046265090943,1.0118577480316162,0.9427858591079712
3,4.692885875701904,2.1663069670990547,1.2378140687942505,0.920771598815918
4,5.96017599105835,2.44134716725384,1.4621059894561768,0.899377167224884
