horizon_step,mse,mae,r2
1,11.836405754089355,2.362333297729492,0.9730219841003418
2,16.4151554107666,2.7055137157440186,0.962584376335144
3,21.622955322265625,3.061906099319458,0.9507119059562683
4,26.651138305664062,3.31345272064209,0.9392483830451965
5,31.42637062072754,3.581859588623047,0.9283613562583923
6,36.3521614074707,3.8739373683929443,0.9171316027641296
7,40.96648406982422,4.119543075561523,0.9066119194030762
8,45.779296875,4.414437294006348,0.8956398963928223
9,50.82181930541992,4.720048427581787,0.8841451406478882
10,55.700374603271484,4.930849075317383,0.8730239868164062
11,61.19252395629883,5.220364570617676,0.8605025410652161
12,66.56501770019531,5.48315954208374,0.8482532501220703
