horizon_step,mse,rmse,mae,r2
1,28.6110782623291,5.348932441368941,3.6525163650512695,0.970982551574707
2,45.849246978759766,6.771207202468387,4.53558349609375,0.9534936547279358
3,62.9334716796875,7.933061935954332,5.298670768737793,0.9361562728881836
4,78.51485443115234,8.860860817728284,5.900257110595703,0.9203402996063232
5,94.4682388305664,9.719477292044383,6.454443454742432,0.9041448831558228
