horizon_step,mse,rmse,mae,r2
1,18.450666427612305,4.295423893821459,3.0935115814208984,0.9812843203544617
2,30.763341903686523,5.5464711216850775,3.947693109512329,0.9687913060188293
3,41.7196159362793,6.459072374287139,4.543217658996582,0.9576712250709534
