horizon_step,mse,rmse,mae,r2
1,11.016551971435547,3.3191191559562223,2.1030752658843994,0.9748839139938354
2,23.660289764404297,4.864184388405141,2.982799530029297,0.9460577368736267
3,37.51215744018555,6.1247169273514634,3.762474298477173,0.9144772887229919
4,49.65137481689453,7.046373167587318,4.368464946746826,0.8868007659912109
5,58.8462028503418,7.671127873418732,4.8291916847229,0.8658362627029419
6,65.55362701416016,8.096519438262355,5.152984142303467,0.8505421280860901
