horizon_step,mse,rmse,mae,r2
1,26.66858673095703,5.164163701022367,3.7387619018554688,0.9729548692703247
2,36.69288635253906,6.057465340597424,4.27299165725708,0.9627841711044312
3,47.87298583984375,6.919030700888944,4.876132488250732,0.951438307762146
4,59.27717971801758,7.699167469149997,5.48607873916626,0.9398624897003174
5,68.7702407836914,8.292782451245866,5.869616508483887,0.9302250146865845
6,76.61991119384766,8.7532800248734,6.1772027015686035,0.9222522974014282
