horizon_step,mse,rmse,mae,r2
1,51.238441467285156,7.15810320317367,4.239579677581787,0.9217467308044434
2,109.98214721679688,10.487237349120925,6.189342975616455,0.8320256471633911
3,159.7913818359375,12.640861593892147,7.5372138023376465,0.7559478282928467
4,186.9340362548828,13.672382245054546,8.253361701965332,0.7144862413406372
5,203.06491088867188,14.250084592333895,8.715448379516602,0.6898379325866699
6,217.3395233154297,14.742439530668921,9.082858085632324,0.6680177450180054
