horizon_step,mse,rmse,mae,r2
1,4.600429058074951,2.144861081299894,1.6733746528625488,0.9223399758338928
2,8.082062721252441,2.842896888958944,2.149247884750366,0.8635653257369995
3,12.53589153289795,3.540606096828331,2.6518633365631104,0.7883790731430054
4,17.156435012817383,4.1420327150829435,3.073915958404541,0.7103801369667053
5,20.573190689086914,4.535767927163703,3.3592748641967773,0.6527017951011658
