horizon_step,mse,rmse,mae,r2
1,20.466148376464844,4.523952738089208,3.2651889324188232,0.9792431592941284
2,32.5319938659668,5.703682482919855,4.04996919631958,0.967001736164093
3,43.62976837158203,6.605283368000348,4.627447605133057,0.9557392001152039
4,54.024192810058594,7.350115156244737,5.146873474121094,0.945188045501709
5,64.06082916259766,8.003800919725432,5.57705545425415,0.9349986910820007
