horizon_step,mse,rmse,mae,r2
1,11.522071838378906,3.394417746592029,2.3902595043182373,0.9683966040611267
2,23.89966583251953,4.888728447410383,3.3438167572021484,0.9344833493232727
3,37.13967514038086,6.094232941099385,4.161954879760742,0.8982349634170532
4,50.75284957885742,7.124103422807492,4.883764743804932,0.861006498336792
