horizon_step,mse,rmse,mae,r2
1,90.803466796875,9.52908530746131,6.648834705352783,0.9719980955123901
2,222.16567993164062,14.905223243267463,10.319762229919434,0.9314887523651123
3,369.7279052734375,19.228309995250168,13.414167404174805,0.8859836459159851
4,528.1371459960938,22.981234649080406,16.082950592041016,0.8371335864067078
5,686.4609985351562,26.20040073233912,18.438268661499023,0.7883098125457764
