horizon_step,mse,rmse,mae,r2
1,17.910219192504883,4.232046690728362,2.983649730682373,0.9818339347839355
2,30.21760368347168,5.497054091372185,3.8556904792785645,0.9693470001220703
3,39.95698928833008,6.321154110471448,4.37213659286499,0.9594624042510986
4,53.49881362915039,7.314288320072595,5.167884826660156,0.9457173347473145
