horizon_step,mse,rmse,mae,r2
1,30.251508712768555,5.500137153996121,3.6446239948272705,0.9693213701248169
2,46.34518051147461,6.807729468146822,4.476016998291016,0.9529943466186523
3,60.34994888305664,7.768522953757467,5.148743152618408,0.9387818574905396
4,71.02826690673828,8.427826938584957,5.600321292877197,0.927940845489502
5,79.56837463378906,8.920110685063783,5.883419513702393,0.9192690849304199
6,86.90643310546875,9.322361991763072,6.167024612426758,0.9118143320083618
