horizon_step,mse,rmse,mae,r2
1,33.688873291015625,5.804211685579328,3.589527130126953,0.9485490918159485
2,68.91802978515625,8.301688369552078,5.082043647766113,0.8947423696517944
3,104.70166015625,10.232382916811215,6.271731376647949,0.840087354183197
4,136.83811950683594,11.697782674799354,7.278199195861816,0.791000247001648
5,167.90219116210938,12.957707789655908,8.1243257522583,0.743545651435852
6,194.34823608398438,13.94088361919661,8.752119064331055,0.7031365633010864
