horizon_step,mse,rmse,mae,r2
1,10.755362510681152,3.279536935404319,2.055185556411743,0.9754788279533386
2,24.356290817260742,4.93520929822239,3.0791101455688477,0.9444699883460999
3,38.113502502441406,6.173613407271418,3.8242475986480713,0.9131042957305908
4,50.71525573730469,7.121464437691499,4.481744766235352,0.8843720555305481
5,61.52138137817383,7.843556679094875,5.0321269035339355,0.859732985496521
