site_name,model_name,lookback,look_forward,batch_size,learning_rate,hidden_size,num_layers,epochs,dropout,checkpoint_selection,mse,rmse,mae,r2,train_time
Wind farm site 1 (Nominal capacity-99MW),LSTM,96,1,64,0.001,64,2,20,0.2,last_epoch,15.0826997756958,3.883645166038705,2.2271807193756104,0.9769567847251892,48.93670964241028
Wind farm site 1 (Nominal capacity-99MW),CNN_LSTM,96,1,64,0.001,64,2,20,0.2,last_epoch,19.234020233154297,4.3856607521734166,2.547617197036743,0.9706144332885742,66.24823117256165
Wind farm site 1 (Nominal capacity-99MW),CNN,96,1,64,0.001,64,2,20,0.2,last_epoch,14.864652633666992,3.8554704814934055,2.2825727462768555,0.9772899150848388,43.43095803260803
Wind farm site 1 (Nominal capacity-99MW),LSTM,96,2,64,0.001,64,2,20,0.2,last_epoch,32.709266662597656,5.7192015756220425,3.3168885707855225,0.9500305652618408,48.17013096809387
Wind farm site 1 (Nominal capacity-99MW),CNN_LSTM,96,2,64,0.001,64,2,20,0.2,last_epoch,32.455379486083984,5.696962303375719,3.386942148208618,0.9504184722900392,64.08579635620117
Wind farm site 1 (Nominal capacity-99MW),CNN,96,2,64,0.001,64,2,20,0.2,last_epoch,34.845176696777344,5.902980323258527,3.5713181495666504,0.9467675685882568,41.28982186317444
Wind farm site 1 (Nominal capacity-99MW),LSTM,96,3,64,0.001,64,2,20,0.2,last_epoch,59.80377197265625,7.733289854431699,4.362576961517334,0.9086443781852722,48.211525201797485
Wind farm site 1 (Nominal capacity-99MW),CNN_LSTM,96,3,64,0.001,64,2,20,0.2,last_epoch,46.93523406982422,6.850929431093581,3.908514499664306,0.9283022284507751,65.68466377258301
Wind farm site 1 (Nominal capacity-99MW),CNN,96,3,64,0.001,64,2,20,0.2,last_epoch,52.32282638549805,7.233451899715519,4.42767858505249,0.9200721979141236,41.61368894577026
Wind farm site 1 (Nominal capacity-99MW),LSTM,96,4,64,0.001,64,2,20,0.2,last_epoch,97.74141693115234,9.886425892664768,5.663408279418945,0.8506991267204285,48.08739948272705
Wind farm site 1 (Nominal capacity-99MW),CNN_LSTM,96,4,64,0.001,64,2,20,0.2,last_epoch,67.84539794921875,8.23683179075661,4.941339015960693,0.8963655233383179,63.7927942276001
Wind farm site 1 (Nominal capacity-99MW),CNN,96,4,64,0.001,64,2,20,0.2,last_epoch,70.98167419433594,8.425062266496072,5.231493949890137,0.8915748596191406,42.31042981147766
Wind farm site 1 (Nominal capacity-99MW),LSTM,96,5,64,0.001,64,2,20,0.2,last_epoch,114.14068603515624,10.683664447892223,6.143733978271484,0.8256581425666809,49.05060887336731
Wind farm site 1 (Nominal capacity-99MW),CNN_LSTM,96,5,64,0.001,64,2,20,0.2,last_epoch,94.79146575927734,9.736090886966767,5.717247486114502,0.8552126884460449,63.85095953941345
Wind farm site 1 (Nominal capacity-99MW),CNN,96,5,64,0.001,64,2,20,0.2,last_epoch,97.05801391601562,9.851802571916249,6.471582412719727,0.8517507314682007,42.20480990409851
Wind farm site 1 (Nominal capacity-99MW),LSTM,96,6,64,0.001,64,2,20,0.2,last_epoch,154.72506713867188,12.438853127948407,7.336300373077393,0.7636812329292297,47.753814458847046
Wind farm site 1 (Nominal capacity-99MW),CNN_LSTM,96,6,64,0.001,64,2,20,0.2,last_epoch,117.73285675048828,10.850477259111154,6.516324520111084,0.820181131362915,65.10587787628174
Wind farm site 1 (Nominal capacity-99MW),CNN,96,6,64,0.001,64,2,20,0.2,last_epoch,114.6061553955078,10.705426446223797,7.08462381362915,0.8249567151069641,41.86396408081055
