horizon_step,mse,rmse,mae,r2
1,13.683804512023926,3.6991626771505906,2.6196813583374023,0.9624517560005188
2,28.94268226623535,5.379840356946975,3.79034423828125,0.9206174612045288
3,45.763954162597656,6.764906071971558,4.797930717468262,0.8745511174201965
4,63.13555908203125,7.94578876399513,5.658037185668945,0.827011227607727
5,80.94957733154297,8.99719830455809,6.429783344268799,0.7783172130584717
