horizon_step,mse,rmse,mae,r2
1,31.9692440032959,5.654135124251622,3.783816337585449,0.9675793647766113
2,53.44571304321289,7.310657497326276,4.821000099182129,0.9457926154136658
3,72.82879638671875,8.533978930529344,5.62419319152832,0.9261234998703003
4,86.63099670410156,9.307577381042908,6.146927356719971,0.9121116399765015
5,97.10481262207031,9.854177419859575,6.545179843902588,0.9014764428138733
6,103.1312255859375,10.155354527830996,6.833282947540283,0.8953506946563721
