horizon_step,mse,rmse,mae,r2
1,25.279293060302734,5.027851734120919,2.9387624263763428,0.9306338429450989
2,51.51124954223633,7.177133797153034,4.187700271606445,0.8587175011634827
3,75.56812286376953,8.692992744950931,5.165393829345703,0.792851448059082
4,93.3262710571289,9.660552316360018,5.844539165496826,0.7442898750305176
5,106.7842788696289,10.333647897505939,6.374913692474365,0.7075680494308472
