horizon_step,mse,mae,r2
1,135.92556762695312,8.271003723144531,0.86220782995224
2,129.64480590820312,8.109277725219727,0.8685595393180847
3,136.63389587402344,8.308394432067871,0.8614581823348999
4,142.8904571533203,8.61503791809082,0.8550971746444702
5,163.5331268310547,9.143256187438965,0.8341504335403442
6,175.19598388671875,9.492647171020508,0.8223035335540771
7,168.39443969726562,9.439896583557129,0.8291860818862915
8,194.20240783691406,10.076105117797852,0.8029887676239014
9,201.77069091796875,10.240997314453125,0.7952947020530701
10,204.16110229492188,10.317811965942383,0.7928605079650879
11,212.72744750976562,10.582279205322266,0.7841588854789734
12,227.29737854003906,10.913902282714844,0.7693594694137573
